title,artist,filename,genre
Try Love,Sugar Minott,Sugar Minott - Try Love.mp3,"roots reggae, dancehall, lovers rock, reggae, dub"
Sweet and Lovely (Remastered),Tiny Tim,Tiny Tim - Sweet and Lovely (Remastered).mp3,"cabaret, vaudeville, classic rock, ballad, folk rock"
Side Street,Viktor Krauss,Viktor Krauss - Side Street.mp3,"jazz fusion, instrumental rock, progressive rock, jazz, rock"
Drowning in Public Approval,Malefaction,Malefaction - Drowning in Public Approval.mp3,"grindcore, hardcore punk, metalcore, punk, hardcore"
Aguas Claras de Olimpos,Pescado Rabioso,Pescado Rabioso - Aguas Claras de Olimpos.mp3,"grindcore, rock, blues-rock, argentine rock, electronic"
The Reach,White Willow,White Willow - The Reach.mp3,"folk rock, pop rock, art rock, progressive metal, heavy metal"
Perkiomen,Hall & Oates,Hall & Oates - Perkiomen.mp3,"pop rock, blue-eyed soul, soft rock, folk rock, pop"
What Goes Around...Comes Around (Radio Edit),Justin Timberlake,Justin Timberlake - What Goes Around...Comes Around (Radio Edit).mp3,"rock, urban, pop, teen pop, jazz"
I Will Shelter You,Bob Carlisle,Bob Carlisle - I Will Shelter You.mp3,"ccm, blues, male vocalist, jazz, adult contemporary"
Intro / Time For Some Action,N.E.R.D.,N.E.R.D. - Intro _ Time For Some Action.mp3,"neo soul, hip hop, rock, pop, alternative"
Weighed Down,Plump DJs,Plump DJs - Weighed Down.mp3,"breakbeat, big beat, nu breaks, electro, tech house"
Appapas Del Calabar,Los Van Van,Los Van Van - Appapas Del Calabar.mp3,"salsa, charanga, rumba, jazz funk, latin jazz"
Mona Lisa,Moon Mullican,Moon Mullican - Mona Lisa.mp3,"western swing, honky tonk, country rock, classic country, rockabilly"
A Uma Mulher / A Volta Da Mulher Morena / Soneto Da intimidade / Ternura / Cântico,Vinícius de Moraes,Vinícius de Moraes - A Uma Mulher _ A Volta Da Mulher Morena _ Soneto Da intimidade _ Ternura _ Cântico.mp3,"brazilian pop music, samba, bossa nova, chill-out, fado"
Jack's Lament,The All-American Rejects,The All-American Rejects - Jack's Lament.mp3,"emo, alternative rock, indie rock, rock, alternative"
It's All In The Word,The Jackson Southernaires,The Jackson Southernaires - It's All In The Word.mp3,"southern gospel, spiritual, gospel, black gospel, christian"
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres),Ricky Martin,Ricky Martin - Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres).mp3,"latin, latin pop, ballad, boy band, opera"
Das Gelübde,Tresenlesen,Tresenlesen - Das Gelübde.mp3,"comedy, stand-up comedy, german, cabaret, party music"
Jour de chance (Lucky Day),Sasha,Sasha - Jour de chance (Lucky Day).mp3,"progressive house, progressive trance, tech house, breakbeat, trance"
Nervous Breakdown,Nerf Herder,Nerf Herder - Nervous Breakdown.mp3,"post-grunge, comedy rock, pop rock, indie rock, power pop"
Need You Now,Hot Chip,Hot Chip - Need You Now.mp3,"dance rock, electro, indie rock, electronica, rock"
1987,2 Minutos,2 Minutos - 1987.mp3,"skate punk, straight edge, pop punk, ska punk, oi"
Folião Ausente (Ao Vivo),Spok Frevo Orquestra,Spok Frevo Orquestra - Folião Ausente (Ao Vivo).mp3,"frevo, brazilian, instrumental, brazil, lusofonia"
My Baby,Bukka White,Bukka White - My Baby.mp3,"delta blues, country blues, blues, blues-rock, ragtime"
Les femmes des autres,Jacques Dutronc,Jacques Dutronc - Les femmes des autres.mp3,"chanson, world beat, garage rock, pop rock, pop"
This Guitar Says Sorry,Billy Bragg,Billy Bragg - This Guitar Says Sorry.mp3,"urban folk, folk rock, singer-songwriter, alternative, punk"
Sympathy,Sylver,Sylver - Sympathy.mp3,"disco, funk, electronica, eurodance, europop"
"Carnival (from ""Black Orpheus"")",Tito Puente,Tito Puente - Carnival (from _Black Orpheus_).mp3,"salsa, latin jazz, mambo, jazz, new york"
Persuasion,Santana,Santana - Persuasion.mp3,"blues-rock, hip hop, rap, rock, san francisco"
Another Day Another Night (Mix Edit),Klubbingman,Klubbingman - Another Day Another Night (Mix Edit).mp3,"hard trance, trance, hardstyle, progressive trance, hard house"
He Who Breeds Pestilence,Behemoth,Behemoth - He Who Breeds Pestilence.mp3,"black metal, death metal, heavy metal, extreme metal, blackened death metal"
Rendez-Vous,Harry Diboula,Harry Diboula - Rendez-Vous.mp3,"zouk, kizomba, zouklove, los angeles, world reggae"
It's Alright,Graham Central Station,Graham Central Station - It's Alright.mp3,"motown, funk rock, quiet storm, rare groove, exotica"
Black Diamond,Taking Dawn,Taking Dawn - Black Diamond.mp3,"glam metal, pagode, power metal, thrash metal, heavy metal"
Touch You,Sandy Posey,Sandy Posey - Touch You.mp3,"ballad, country rock, blues-rock, doo-wop, pop rock"
Poem to a Horse,Shakira,Shakira - Poem to a Horse.mp3,"dance pop, pop, latin, urban, adult contemporary"
Stay Awhile,Danny Williams,Danny Williams - Stay Awhile.mp3,"ballad, disco, northern soul, chanson, smooth jazz"
Wow,Snow Patrol,Snow Patrol - Wow.mp3,"indie rock, rock, pop, alternative, alternative rock"
Feel Good,Charlotte Cardin,Charlotte Cardin - Feel Good.mp3,"eurodance, j pop, dirty south rap, hard house, europop"
Questo sporco mondo meraviglioso (String and Chorus Version),Piero Umiliani,Piero Umiliani - Questo sporco mondo meraviglioso (String and Chorus Version).mp3,"jazz funk, future jazz, easy listening, latin jazz, samba"
"Nova (originally from ""failure"")",Smut Peddlers,Smut Peddlers - Nova (originally from _failure_).mp3,"dirty rap, hardcore hip hop, hip hop, hardcore punk, rap"
Goin' Down,Bryan Ferry,Bryan Ferry - Goin' Down.mp3,"glam rock, art rock, pop rock, jazz, rock"
Girls All Pause,Kurupt,Kurupt - Girls All Pause.mp3,"gangster rap, hip hop, rap, hardcore rap, west coast rap"
Still I'm Sad,Rainbow,Rainbow - Still I'm Sad.mp3,"heavy metal, hard rock, blues-rock, pop rock, ballad"
"In Our Hands, Once Again",Dead Hearts,"Dead Hearts - In Our Hands, Once Again.mp3","hardcore punk, melodic hardcore, heavy metal, post-hardcore, straight edge"
After The Dark,Jimmy McGriff,Jimmy McGriff - After The Dark.mp3,"jazz funk, soul jazz, hard bop, jazz blues, jazz"
"Bibo no Aozora, Endless Flight, Babel (Remix Version)",Gustavo Santaolalla,"Gustavo Santaolalla - Bibo no Aozora, Endless Flight, Babel (Remix Version).mp3","folk, acoustic, soundtrack, ballet, rock"
Personne Stop (feat. Nixon),Royal S,Royal S - Personne Stop (feat. Nixon).mp3,"roots reggae, blues-rock, electric blues, rock steady, reggae"
Have You Got a Minute to Spare,Mikey Dread,Mikey Dread - Have You Got a Minute to Spare.mp3,"roots reggae, reggae, dub, dancehall, lovers rock"
Lana Lee,The Refreshments,The Refreshments - Lana Lee.mp3,"post-grunge, country rock, rockabilly, blues, alternative country"
Paul (Skit),Eminem,Eminem - Paul (Skit).mp3,"hip hop, rap, hardcore rap, club, soundtrack"
Dolorosa (Live),CALi,CALi - Dolorosa (Live).mp3,"dance pop, teen pop, frenchcore, chanson, french"
Looking For Clues,Robert Palmer,Robert Palmer - Looking For Clues.mp3,"blue-eyed soul, rock, pop, soul, england"
Hengähä tok,Esa Pakarinen,Esa Pakarinen - Hengähä tok.mp3,"oldies, finish, rock 'n roll, humorous, comedy"
Sandpolskan,Ale Möller,Ale Möller - Sandpolskan.mp3,"neofolk, world music, folk, world, scandinavia"
Everybody's Blues,Furry Lewis,Furry Lewis - Everybody's Blues.mp3,"country blues, delta blues, piedmont blues, blues, memphis blues"
Bank,Jean Carignan,Jean Carignan - Bank.mp3,"celtic, ethnic, canadian, violin, country"
Nigun,Kolsimcha,Kolsimcha - Nigun.mp3,"klezmer, jazz, new age, switzerland, electronic"
Die berüehmte drü Wörtli,Oesch's die Dritten,Oesch's die Dritten - Die berüehmte drü Wörtli.mp3,"folk, yodel, switzerland, group"
"Stood Up (Buddha Remastered - January 16, 2001)",Floyd Cramer,"Floyd Cramer - Stood Up (Buddha Remastered - January 16, 2001).mp3","instrumental pop, easy listening, country rock, ballad, classic rock"
Didgeralia,David Hudson,David Hudson - Didgeralia.mp3,"pop rock, flamenco, mariachi, world music, ambient"
Platoon Goons,Snowgoons,Snowgoons - Platoon Goons.mp3,"los angeles, hip hop, hardcore hip hop, turnablism, rap"
"Who Did You Think I Was (Live at the Nokia Theatre, Los Angeles, CA - December 2007)",John Mayer,"John Mayer - Who Did You Think I Was (Live at the Nokia Theatre, Los Angeles, CA - December 2007).mp3","rock, pop, acoustic, ballad, blues"
Fairground,Simply Red,Simply Red - Fairground.mp3,"pop rock, pop, rock, soul, adult contemporary"
Liar in the Glass,Eyes Set To Kill,Eyes Set To Kill - Liar in the Glass.mp3,"happy hardcore, alternative metal, screamo, heavy metal, rock"
Down In The Lowlands (Charlie Peacock Album Version),Charlie Peacock,Charlie Peacock - Down In The Lowlands (Charlie Peacock Album Version).mp3,"ccm, christian rock, soft rock, bluegrass, singer-songwriter"
Ooh Baby (feat. Lil Bandit & Royal T),Mr. Sancho,Mr. Sancho - Ooh Baby (feat. Lil Bandit & Royal T).mp3,"gangster rap, grunge, hip hop, rap, rock"
I've Got A Woman - Original,The Dells,The Dells - I've Got A Woman - Original.mp3,"chicago soul, doo-wop, northern soul, r&b, rare groove"
Goin' Steady,Tommy Sands,Tommy Sands - Goin' Steady.mp3,"rockabilly, irish folk, rock 'n roll, ballad, celtic"
Alone in Love,Craig Wedren,Craig Wedren - Alone in Love.mp3,"funk rock, indie rock, singer-songwriter, male vocalist, indie"
The Professor's Conference/Horse Feathers (Dialogue),The Marx Brothers,The Marx Brothers - The Professor's Conference_Horse Feathers (Dialogue).mp3,"vaudeville, show tunes, comedy, stand-up comedy, avant-garde"
I Hope the Weather Stays Fine (Remix),The Dylans,The Dylans - I Hope the Weather Stays Fine (Remix).mp3,"indie pop, madchester, power pop, new wave, alternative pop rock"
Mexican Joe,Jim Reeves,Jim Reeves - Mexican Joe.mp3,"country gospel, country pop, classic country, traditional country, nashville sound"
Rock That Body,The Black Eyed Peas,The Black Eyed Peas - Rock That Body.mp3,"heavy metal, hard rock, glam metal, glam rock, hair metal"
A Cold Freezin' Night,The Books,The Books - A Cold Freezin' Night.mp3,"post-hardcore, rock, alternative, indie, metalcore"
Endless Ocean,Event Horizon,Event Horizon - Endless Ocean.mp3,"chill-out, emo, meditation, progressive metal, power metal"
Otra vez,Abracadabra,Abracadabra - Otra vez.mp3,"hard trance, dub, progressive trance, oldies, black metal"
Two Hearts (2016 Remaster),Phil Collins,Phil Collins - Two Hearts (2016 Remaster).mp3,"soft rock, pop rock, ballad, easy listening, classic rock"
Sensible,Sun Yan-Zi,Sun Yan-Zi - Sensible.mp3,"chinese music, progressive metal, classic rock, progressive rock, female vocalist"
Such Grand Ideas,Nybbl,Nybbl - Such Grand Ideas.mp3,"post rock, breakbeat, intelligent dance music, downtempo, tech house"
Occasional Rain,Terry Callier,Terry Callier - Occasional Rain.mp3,"soul jazz, future jazz, smooth jazz, acid jazz, jazz funk"
My Lord (Album Version Explicit),David Banner,David Banner - My Lord (Album Version Explicit).mp3,"crunk, dirty south rap, gangster rap, rap, hip hop"
Air On A Six String,Oscar Castro-Neves,Oscar Castro-Neves - Air On A Six String.mp3,"brazilian pop music, brazilian jazz, bossa nova, samba, jazz"
Somebody's Someone,Lonestar,Lonestar - Somebody's Someone.mp3,"country, contemporary country, country pop, group, guitar"
My Dear (feat. Defari),Tha Liks,Tha Liks - My Dear (feat. Defari).mp3,"los angeles, chill-out, broken beat, hardcore hip hop, jazz rap"
Janice's Party,Fountains Of Wayne,Fountains Of Wayne - Janice's Party.mp3,"power pop, indie pop, alternative rock, indie rock, pop"
Here with Me,Arika Kane,Arika Kane - Here with Me.mp3,"blue-eyed soul, soul, pop, urban, connecticut"
Every Other Way (Adam Ellis Remix),BT,BT - Every Other Way (Adam Ellis Remix).mp3,"electronica, rock, ambient, alternative, club"
Death Of Neira,Nightfall,Nightfall - Death Of Neira.mp3,"doom metal, death metal, heavy metal, sympho black metal, black metal"
Generation Aliens,Lizzy Borden,Lizzy Borden - Generation Aliens.mp3,"heavy metal, glam metal, shock rock, hard rock, power metal"
Stranded In The Jungle,The New York Dolls,The New York Dolls - Stranded In The Jungle.mp3,"glam rock, hard rock, protopunk, rock 'n roll, blues-rock"
Cerca de Ti (Mon amour),ZAZ,ZAZ - Cerca de Ti (Mon amour).mp3,"alternative dance, downtempo, indietronica, chill-out, electro"
No One Hears You,Agnostic Front,Agnostic Front - No One Hears You.mp3,"hardcore punk, heavy metal, new york, punk, hardcore"
Vogue (MDNA World Tour / Live 2012),Madonna,Madonna - Vogue (MDNA World Tour _ Live 2012).mp3,"dance pop, rock, pop, 80s pop, adult contemporary"
Dancing with Ghosts,Epitaph,Epitaph - Dancing with Ghosts.mp3,"kraut rock, heavy metal, hard rock, art rock, thrash metal"
"Rita : Donizetti: Rita: ""Allegro io son""",Juan Diego Flórez,Juan Diego Flórez - Rita _ Donizetti_ Rita_ _Allegro io son_.mp3,"opera, bel canto, mariachi, ranchera, disco"
He Will Break Your Heart,Delbert McClinton,Delbert McClinton - He Will Break Your Heart.mp3,"blues-rock, country rock, roots rock, soft rock, soul blues"
The Urge to Merge,Kate Clinton,Kate Clinton - The Urge to Merge.mp3,"comedy, stand-up comedy, funny, spoken word, united states"
Lullaby,The Chicks,The Chicks - Lullaby.mp3,"bluegrass, country, pop, country music, contemporary country"
Realizer,The Crystal Method,The Crystal Method - Realizer.mp3,"big beat, breakbeat, electronica, techno, electronic"
Då är det jul,Sanna Nielsen,Sanna Nielsen - Då är det jul.mp3,"german pop, europop, ballad, disco, pop rock"
Milk Cow Blues,Cliff Bruner,Cliff Bruner - Milk Cow Blues.mp3,"western swing, honky tonk, country, country music, traditional country"
Once A Year,Beenie Man,Beenie Man - Once A Year.mp3,"dancehall, reggae, raga, hardcore, jamaica"
School,Nirvana,Nirvana - School.mp3,"grunge, rock, alternative, alternative pop rock, heavy metal"
Police Opression,Bruisers,Bruisers - Police Opression.mp3,"oi, 2 tone, peace punk, rock 'n roll, hardcore punk"
666lb. Bongsession,Bongzilla,Bongzilla - 666lb. Bongsession.mp3,"stoner metal, sludge metal, doom metal, heavy metal, stoner rock"
Sweet Contradiction,Aaron Watson,Aaron Watson - Sweet Contradiction.mp3,"honky tonk, classic country, country rock, southern rock, singer-songwriter"
Whispering Grass,The Knightsbridge Strings,The Knightsbridge Strings - Whispering Grass.mp3,"german pop, rumba, ballad, italian disco, easy listening"
Night Is the Notion,Dax Riggs,Dax Riggs - Night Is the Notion.mp3,"blues-rock, southern rock, swamp rock, blues, chill-out"
Mumbling or hearing loss?,Jeanne Robertson,Jeanne Robertson - Mumbling or hearing loss_.mp3,"stand-up comedy, spoken word, comedy, funny, humorous"
The Process Revealed,Roj,Roj - The Process Revealed.mp3,"experimental pop, los angeles, bongo, banda, exotica"
What If,Alex Van Pelt,Alex Van Pelt - What If.mp3,"new beat, chill-out, suomi rock, hip hop, tech house"
How Long Will It Take,Warner Mack,Warner Mack - How Long Will It Take.mp3,"rockabilly, country rock, country blues, pop rock, folk rock"
Hesitate,Mykungfu,Mykungfu - Hesitate.mp3,"singer-songwriter, melancholia, swiss, switzerland"
Watermelon Man (Live),Albert King,Albert King - Watermelon Man (Live).mp3,"electric blues, soul blues, blues, blues-rock, chicago blues"
Dysfunction,Liquid Soul,Liquid Soul - Dysfunction.mp3,"jazz funk, acid jazz, future jazz, broken beat, hip hop"
"Escuta, Noel",Maysa,"Maysa - Escuta, Noel.mp3","brazilian pop music, bossa nova, neo soul, samba, chill-out"
Love Is Gonna Get You,Ben E. King,Ben E. King - Love Is Gonna Get You.mp3,"brill building pop, disco, soft rock, r&b, soul"
Why Can't We Live Together (Made Radio Edit),Sin Plomo,Sin Plomo - Why Can't We Live Together (Made Radio Edit).mp3,"progressive house, eurodance, dance, house, emotional"
Something About Mary (Album Version),Wyclef Jean,Wyclef Jean - Something About Mary (Album Version).mp3,"hip hop, reggae, rap, urban, east coast rap"
Turn It Around,Bob Neuwirth,Bob Neuwirth - Turn It Around.mp3,"singer-songwriter, oldies, blues, world fusion, folk"
Flamenco Sketches (Intro),Jason Miles,Jason Miles - Flamenco Sketches (Intro).mp3,"jazz fusion, hard bop, smooth jazz, meditation, instrumental pop"
God Lead Us Along (Homecoming Hymns Version),Bill & Gloria Gaither,Bill & Gloria Gaither - God Lead Us Along (Homecoming Hymns Version).mp3,"country gospel, southern gospel, hymns, gospel, christian"
Caught In The Crossfire,April Wine,April Wine - Caught In The Crossfire.mp3,"pop rock, hard rock, heavy metal, rock, classic rock"
Meat Parade,Lockwood,Lockwood - Meat Parade.mp3,"club, los angeles, rock, rap, jazz"
Summer Of Love,Novaspace,Novaspace - Summer Of Love.mp3,"trance, hard trance, hard house, europop, progressive house"
Saved,9th Wonder,9th Wonder - Saved.mp3,"hip hop, alternative hip hop, beat, turnablism, rap"
Sorrow's Call,Dave Eggar,Dave Eggar - Sorrow's Call.mp3,"new age, contemporary instrumental, relax, piano, ambient"
Where to Piss and Shit in Oslo,Black Debbath,Black Debbath - Where to Piss and Shit in Oslo.mp3,"blues, metal, comedy, classic rock, rock"
Se Acabo el Carbon,Orquesta Sublime,Orquesta Sublime - Se Acabo el Carbon.mp3,"salsa, charanga, mambo, latin jazz, bolero"
Light of a Clear Blue Morning,Dolly Parton,Dolly Parton - Light of a Clear Blue Morning.mp3,"bluegrass, singer-songwriter, female vocalist, country, pop"
Somebody Loan Me A Dime (Remastered),Fenton Robinson,Fenton Robinson - Somebody Loan Me A Dime (Remastered).mp3,"texas blues, chicago blues, soul blues, electric blues, blues"
SOS (Album Version),Rihanna,Rihanna - SOS (Album Version).mp3,"dance pop, dancehall, hip hop, ballad, pop rock"
I Never Know,Singing Melody,Singing Melody - I Never Know.mp3,"dancehall, lovers rock, reggae, roots reggae, uk garage"
Kids of Tragedy,Suzi Quatro,Suzi Quatro - Kids of Tragedy.mp3,"glam rock, soft rock, hard rock, rock, pop"
